prompt,hq1,hq2,mq1,lq1,lq2,lq3,lq4,lq5
"i guess i feel lucky. i only lost time, two of my buddies were blown to pieces, and i was right there 15 minutes ago, so how can i complain about a little stress. their families have lost everything, i need to be strong for them.",you feel grateful to be alive and acknowledge that it could easily have been you who didn’t make it home.,it feels a bit selfish to want to reach out for help for your own stress when you see others who have lost everything.,you lost some good buddies over there.,"you still experienced trauma, despite not losing your life. you need to find healthy ways to handle your stress with reacclimiating to being back home, while coping with the loss of your friends.",you don't think you're suffering from losing your friends?,"exactly, and help in everything they need, the good deeds are few that do.","your loyalty is admirable. please remember though, you went through extreme trauma. you need to be gentle with yourself... not so strong. allow yourself to express what you feel. it is normal, and you don't need to feel guilty in comparison with your friends. your experience was significant.","you dont always have to be strong for them, you also lost two of your friends"
"no matter how much people say they understand. they don’t, they have no goddamn idea what is like there, it was hell and they don’t really want to hear it, so i don’t tell them.",you don’t think others will ever really understand what you dealt with over there so you’ve found that it’s really easier to just keep everything to yourself.,"what you experienced over there seems surreal. you'd like to open up and tell someone what you experienced to feel understood, but part of you also wants to protect others by keeping it to yourself. ",you experienced hell over there.,you don't have to talk to just anyone. you can talk to healthcare professionals that understand and can help. i think you should meet with a therapist.,have you tried talking to a mental health professional?,"sometimes you think they don't want to hear from you, but just try or start, sometimes that's the initial step.","i know it was a difficult situation that few people can truly understand. if you have someone in your life that you can trust, it still may be helpful to talk about it, even if they don't know firsthand what you went through.","you know that you can confide in me, i will do my best to understand."
"they tell us that we have to be loyal to them you know, corp, god, country…blah blah…but where is the loyalty to us? they won’t pay for my college, i have to drive two hours to get medical care, they promise us a lot but they don’t deliver.","you feel like you put everything on the line and now that you’re back, it doesn’t feel like that is being reciprocated.",you're angry that the military isn't living up to their part of the bargain. you gave them years and your loyalty and now you can't even get them to pay for some college classes or your medical care.,the military is letting you down.,"you did lose a lot of time and energy. maybe you can consider a scholarship, or moving closer to a va to access medical care.",could you move closer to the va?,why won't they pay for your education? you should try publicizing their behavior on social media.,feeling as is if they failed you and you owe them no loyalty is completely valid. however does it change the circumstances?,"i i derstand your frustration, maybe we can find some programs that are helpful for you."
"it sucks that we are never allowed to question the war publically. i’m not sure it was the right thing, i’m not sure they are better off, not  sure we are better off, but if you question it, you are unpatriotic, you are some liberal navel gazer, you are a traitor.",you’ve never really had the opportunity to talk through your own thoughts and opinions about your military experience.,"you’re concerned that if you were to talk about your military experience out loud, you might be judged or labeled incorrectly.",you don't feel comfortable talking about your military experience.,"there are places and people to discuss your experiences with that will protect your privacy. you should be able to speak freely about your time there, what you witnessed, so you can heal and move on.",have you tried talk to people that have a low opinion of the military?,we should always respect other opinions. there are arguements to support both sides.,that is a very valid opinion. is there anyone you do feel like you can talk to about it?,"would it make you feel that much better if you got some acknowledgement about the war being right or wrong? ultimately, we have to look out for your mental health, no just being right or wrong."
"i know he is overweight but the teacher said that my son is falling behind on his homework and that is just as important, and we don’t want to bug him about keep his food diary. he hates writing stuff down. i’m not sure we can continue with this program. we have to focus on school now.  his weight can wait.  have to have priorities.","you really care about your son and want to make sure that you're prioritizing for him. while you do want him to eventually work on losing weight, right now it feels like focusing on school is the best option. ","you'd like to stick with the program and have your son focus on weight loss, but there are some competing demands right now. it feels like focusing on weight loss and his school work would be too hard to do at the same time. ",your son is falling behind in school.,your son won't be successful in school without proper nutrition. the foods he's been eating are not providing him the nutrients he needs to grow healthy and concentrate on learning. food diaries help with self-monitoring behaviors and allow me to beter assist you.,you think his academic success is more important than his health?,"we need to start somewhere. him being overweight is a problem, just like him falling behind with his school work. you have to talk about these issues because they’re probably correlated.","you have control over your child and yes he may want to change too, act with the parent and change the situation.","try not to overload him, he's a kid after all"
"so have you ever had a sick child, how can you really relate to me?",you’re concerned i won’t be able to help you.,you’re not sure i can understand how difficult it has been.,you don't think i can relate.,"i do understand how difficult it is to manage the schedule and needs a child with an illness and try to maintain my own life. it's such a challenge. i know if i can manage it, then you can to.",what do i need to have had a sick child in order to help you?,"don't put your child in a conversation, that's between you.","sick kids are definitely something i have dealt with in the past. it's certainly rough and tiring. it can be heartbreaking, even if it's a simple cold.",absolutely i've had plenty of sick children that i had to take care of over the years and it was never easy. i hated seeing them suffer but it's important to just stay calm and do the best you can possible do.
"so, have you ever smoked, or had to quit, how can you really relate to me?",you’re concerned i can’t understand you or won’t be able to help you.,"you're wondering whether or not i've ever smoked. if i haven't, you're concerned i won't be able to help you. ",you're worried i don't relate to you.,"anyone can quit smoking if they're willing and supported. you chose to start smoking at some point, and can chose to quit now.  ",are you really ready to quit smoking?,"smoking occurs in many people, smoking is an addiction, but once you win, it's liberating.","i smoked about 10 years before finally quitting. it is a fight that many people have had, and even without smoking, addiction is a serious problem that a large group of our population fights with.",i have smoked for almost 20 years and i know how difficult it is to quit.
i’ve spoken to so many people about my weight but everything they say just doesn’t work for me.,"you've tried to reach out for help with your weight, but you haven't found a tool that works for you just yet. ","if you could find a took that worked for you, you might finally be able to lose some weight. ",you've tried to get help.,you have to listen to your body. let it lead you to the nutrients and portions you need.,what can you try that you haven't yet?,"if other's thoughts about your weight don't affect you, then you don't really have to do anything. if you're happy, that's all that matters.",don't rely on anyone. see what's best and most pleasurable for you. today people often want to impose something or compare us to someone else. but each one has its organism and metabolism. what works for one may not work for you. then look for a nutritionist. i'm sure he can help you.,what have you been doing thus far on your own?
"i eat at mcdonalds a few times a week. there’s nothing better than a big mac, fries, and a shake.",you love mcdonald's. you're a little worried that we're going to ask you to give it up entirely.,you aren't in a place where you're ready to give up mcdonald's.,mcdonald's is your jam.,"if you go without eating fast food, you'll find that it doesn't quite taste the same. i think you should try eliminating convienience foods from your diet for awhile to see how your taste buds change. then you won't crave it any longer. ",have you looked up how many calories you're consuming in that meal?,this in the long run will greatly harm your health.,"mcdonald's is really tasty, but it isn't healthy for you. could you maybe start eating there once a week and packing lunch or dinner the rest of the week?","fast food tastes very good and also brings confort. however, it has too much fat and sugar. so you should choose a healthier food."
"when i am really down,  a bowl of ice cream is sometimes the only thing that makes me feel better.  i know i am going to have to give it up.",you're scared that we might ask you to give up ice cream.,completly cutting out ice cream from your diet isn't going to be an option for you. it sounds like something we might have to work in once in a while.,ice cream really helps you get through your down moods.,it sounds like you're trying to feed your negative emotions with food. i think you should consider an anti-depressant to regulate your mood. then you won't need a bowl of ice cream to give you a sugar rush and temporary euphoria.,what else have you tried to cheer yourself up?,you are not giving up and everyone needs something to cheer himself up. ask for help if you need!,"ice cream does not hurt, but everything that is in excess yes, do not get discouraged easily.","i understand that it's hard to give things up when you're down, but how about we look at some alternatives that might make you feel better as well?"
"have you ever had krispy kreme glazed donuts, oh my god, you have to try them.",krispy kreme donuts are a huge temptation for you. you're not quite sure how you can stick to a diet with that kind of temptation around.,you'd have to have a really good plan in place to be able to keep yourself from binging on krispy kreme donuts when they're around.,you like krispy kreme.,"you don't have to give up everything you love to live a healthy life. you can have less healthy options more sparingly, like a few times a years. ",do i look like i would've eaten one?,i've had them before. there are many healthy foods that i also enjoy eating though.,yes they are great! you just have to be careful to not eat too many at one time.,i have and they are delicious but i try not to eat them too often due to health reasons.
on weekends i love having a few joints and chilling.,you look forward to lighting up on weekends. it helps you decompress after a long week.,"after a busy week, you really need an outlet -- something to help you unwind. ",you smoke on the weekends.,"while it's good you've limited your smoking to just the weekends, a few joints can have long-term negative health consequences. you have to quit smoking all together to really improve your health. ",have you tried using meditation as a way to relax and chill?,there’s nothing wrong with that. as long as you just keep it to a few and not get out of hand. i know many people downgrade marijuana but it’s still bad for you in the long run.,"relaxing is good, as long as they are all things that are legal and do well.","it's great that you are able to take time for yourself on the weekends. however, remember that cannabis can become addictive."
on weekends i love having a few vikes (vicodin) and chilling.,you look forward to using vicodin on weekends. it helps you decompress after a long week.,"after a busy week, you really need an outlet -- something to help you unwind. ",you use vicodin on the weekends.,"vicodin is very addictive, and should only be used sparingly, under direct medical supervision. if you find you need them to calm down, then it sounds like there are other issues going on in your life that need addressed.",do you have other ways to chill out besides popping pills?,"maybe you could find more natural approaches to replace this with. for example meditation, essential oils...",do you know how vikes effect your body?,it would be nice if you could learn how to relax without taking pills.
"i know i have to lose weight. i hate how i look and how i feel. i hate how my clothes feel. but i’m really stressed at school, and my parents are crazy. i don’t know if i can deal with anything else now, maybe in a few months.","although right now you don’t feel you could handle working on your weight, you are starting to feel the effects and are thinking that maybe in a few months you might be able to start.",part of you would like to start working on your weight but you're not sure this is the best time.,you know you need to lose weight. you're unhappy with how you look and feel.,"your weight could increase in the next few months if you don't make changes now. also, improving your nurition can reduce the effects of stress on your body. maybe you could work on portion control if you're not ready to change what you're eating. ",how will you feel in a few months when you see you've gained more weight?,"just start the change, and you will reap the results and know that despite the external factors you only depend on yourself.","you should not worry about your look and feel as it might increase your weight due to increased stress level. you must be calm and take it easy about the look and feel . you could start with yoga and have some diet, take a walk daily for about an hour and if possible go for cycling or jogging for half an hour per day. i am sure that you could loose your weight gradually .","let's find one positive thing that you can handle now, establish that habit, then go forward toward your goals. we don't have to do everything today."
i know i should get more exercise. it will help with my weight and my sugar.  i used to love playing hockey. i miss the rush. but now with three kids and two jobs it’s almost impossible.  my wife would kill me if i took another night off from the kids,you’d really like to find a way to get more physical activity in but it feels like it might not be possible because of your job and family commitments.,"if you could find a way to talk to your wife about how exericse is important to you and why it would be something you'd like to try to fit into the family schedule, that could be something you might consider.",you'd like to get more exericse but don't know how to make it happen.,"if you don't find time to exercise, you may end up with serious health complications, or even an early death. your kids, your wife need you. and you have two jobs that need you. you have to prioritize yourself. ",wouldn't your wife be happier if you were more fit and healthy?,"you wanting to exercise for the sake of your health is a good start. and your wife should be the first person to support you, sit her down and have a conversation about this.",can you work out at home? maybe make it a family thing and start going for bike rides or walks together.,you should make time management for gym otherwise buy some home exercise tools.
"i know i have to lose weight.  i miss feeling comfortable in my skin. i hate how my clothes feel. i miss not feeling like a slug. i know my blood sugar is “pre” blah blah. but with losing my job and my husband getting sick i don’t know if i can deal anything else now, maybe in a few months.","while you don’t think you’re ready to put any effort into weight loss right now, you’re starting to think about what it might look like a couple months down the road.",you’ve been feeling pretty unhappy with your weight lately and wish things were different.,you don't like the way you feel in your skin.,maybe you could work on portion control if you're not ready to change what you're eating.,are you worried how much worse things will in a few months?,i understand it is a hard time for you. maybe just taking small steps toward a healthy lifestyle will help you get started.,"don't leave anything else later, follow the advice and do what has to be done.","you make an action plan with a gradual evolution, start with a light exercise routine and evolve over time, the important thing is to be constant with your routine"
i used to run with my girlfriends back in dc every morning. we would stop for coffee afterwards and hang out. it was great. but that seems like a lifetime ago.  since moving to boston though i don’t know anyone to run with.,"if you could find someone here to recreate that daily routine with, it’d be something you’d want to do.",you really miss those mornings back in dc. you felt like you had more motivation to get daily physical activity when you had a group of friends to run with each day.,you used to run daily but don't now.,you don't need to wait for a running partner to show up in your life. there are lots of apps that could help you stay on track with your progress and goals. maybe run a few races and meet someone there.,can you run alone instead?,i think that you need to just start running up by yourself. eventually as you run you going to meet people along the way and perhaps find a new running partner. i see people all the time when i’m running an always chat with.,just start running alone and this will gradually make you create a new cycle of people.,you can see if a neighbor wants to run with you
"i know we would all be better off if we were more active, but we are so busy and so tired all the time. we did have a great time when we went camping last summer but i’m not sure we  can pull that off again.",your busy schedule seems to stand in your family’s way of being more active.,you’ve had fun being active as a family in the past but you’re not sure what it would take to do it again.,your family is too busy to get regular exercise.,part of your fatigue is due to your inactivity. you don't have to go camping to be active. there are plenty of ways to get exercise at home.,have you tried working out with your family at home?,"perhaps taking smaller steps to stay more active will be helpful. for example, plan a short walk a few times a week with your family.","this is an excuse, and you know very well that the change comes from yourself.",try making small changes instead of giant ones all at one time. maybe sitting outside to drink your morning coffee and taking 10 minutes on the porch to scroll your phone instead of sitting on the couch.adding some sunlight into your daily routine in small doses will likely encourage you to add to it and do mroe.
"i just love sweets. cookies, candy, ice cream, you name it.  and i know it is making me fat.  i actually like fruit but my mom never buys any. she says they are really expensive and nobody eats them.","while you know that the sweets you enjoy may have played a role in your weight gain, you’ve also found that there are healthy alternatives you really enjoy.",you’d eat fruit more often if you could find a way to get your hands on more.,you think the sweets and treats you've been eating have caused you to gain weight.,maybe you weren't ready to eat fruit before when mom was buying it. i think you can tell her you want to try again and this time she can forgo buying all of the sweets you want to avoid and then you won't have a choice but to eat the fruit.,why didn't you eat the fruit your mom bought before?,"do not be so hard on yourself, you can have a cheat day where you eat one or two bars of candy in a week. and then use the money you have saved from not eating sweets to buying some fruits you love.","i think you should try to have a serious conversation with your mom. listen to her concerns, and also make your needs heard.",i know it's hard when you aren't making the purchasing decisions. can you go grocery shopping with your mom and work together on healthier choices?
i’ll probably drink less when i am older but for now i am going to party.,"down the line you might want to consider changing how much you drink, but at this stage of your life it doesn't feel necessary to make any changes. ",at some point you may start to think that the amount you drink is too much.,you don't think you drink too much.,"you'll be older before you know it and by then will have some serious negative health consequences unless you reduce or eliminate your drinking now. you're building habits that will be harder to break, the longer you have them. ",at what age is older?,have you thought about possible long term repercussions from drinking too much? it can damage your liver and make you more susceptible to cancer.,"it’s fine the party, but you need to be able to be in control of these partying times. it just takes one mistake to ruin everything for the rest of your life.","don't think so, it destroys you inside without you realizing it."
maybe sometimes i drink too much but i still get decent grades. i don’t really see the  big problem here. i don’t let it get in the way,you're able to keep yourself together even when you party.,something about your drinking feels a little out of control. if your grades did start to get worse you might start to think about doing something about your drinking.,you drink too much every so often.,"maybe drinking has yet to have a negative affect on your grades, but it is having unseen negative effects on your health. the longer you wait to change your behaviors, the harder it'll be to stop.  ",do you want to wait until you bomb a class or end up with health problems before you stop drinking?,"drinking too much is bad for anyone, try to dose it, it will make you get even better grades.","that's important, but you still need to be careful. sometimes drinking gets worse.",drinking will lead to problems in future and make you mentally unstable to make decisions
"i know oxy ain’t good for me, but it is the only thing that makes me feel happy. it ain’t like i am shooting heroin. ","you've been feeling sad a lot lately and need something to get you through this difficult time. you've been turning to oxy, but you're starting to feel like you might be using it a bit more than you would like.",you know the oxy might be getting out of hand but you feel there are worse things you could be doing.,you use oxy as a pick me up.,"while oxyicotin is a prescription drug, it's not safe to use off label. let's find other ways to manage your mood without abusing prescription medication.",why do you think oxy is better for you than heroin?,oxy can be damaging to your mind and body. i would recommend talking to your doctor about ways to quit before it does too much damage.,"there are several other things that make you really happy and that is still good for your health, value it.",oxy is still illegal when not prescribed for a medical reason. what have you done to quit if you wish to do so?
"i know weed can turn you into a zombie and it ain’t good for me, but it really helps me when i am nervous, in social situations i feel more relaxed after i smoke. takes the edge off.","while you do think smoking helps you when you're feeling nervous, you are starting to feel it might not be that good for you and that you might be becoming too reliant on it.",you don't really love the way that you feel after smoking weed - it makes you feel a little unfocused and not as sharp as usual.,you know weed isn't that good for you but you find it helps you.,"sounds like you have social anxiety and need to find new coping strategies to help you manage your symptoms, and still enjoy being in social situations. ",so you'd prefer to be a zombie than a nervous wreck?,"don't do that, and start socializing in a normal way.",i think legal cannibis in small wuantities is ok but you need to be careful not to use that as a crutch,don't listen to any bitch who's against weed. it's helpful and the only reason it's still criminalized is because of the old men in congress who make so much money for their shit work that they can afford to live into their hundreds and keep fucking doing it. smoke that weed baby
i would only go talk to someone if they can help me get a job and if they promise not to push meds on me.,you want to talk to someone but you’re worried that they might have an agenda that doesn’t align with yours.,"if there was a way to communicate what you’d find helpful from the session, that’d be something you might want to do.",you'd be willing to talk to someone if they weren't going to push you.,most talk-therapists are able to prescribe medication. perhaps someone could help you learn why you haven't been able to find employment and can work on those character flaws.,do you think medications would keep you from keeping a job?,"patience, always the doctors and the recommendation is the most indicated.","i understand. but think that the drugs are to help you get better. if you don't take them, it can get worse and end up not being able to work. think about it.",at least that's a start. slow and steady is the way to sustained success.
of course i want things to be different but i am not taking any of these antidepressant pills…the pills make it worse.,you want things to get better but you want to do it without medication.,"you really don't think that meds are the right path for you. if there was another way you could improve your mood without relying on meds, you might be willing to give it a try. ",you want things to be different but don't want to turn to meds.,"sounds like what you're doing now to manage your mood isn't helping you. you should consider all of your options before dismissing them. do your research. there is significant empirical data to prove medications improve sympoms, not worsen them. ",do you think you could worsen if you don't take medication?,"don't think so, take them if they are indicated and still be excited to find goals and reach them.",maybe you should consider trying a different pill?,"taking pills alone won't workout. unless you decide nobody can change you, try to enjoy cute little things happening around you."
"i probably should start using condoms with my boyfriend, he slept with someone and gave me an sti.  i haven’t brought it up with him. i don’t want him to think i don’t trust him. ",you don’t want a repeat sti so you’re starting to consider using condoms from now on.,"you're not sure the best way to approach the sti with your boyfriend. on one hand, you don't want to cause conflict and make him think you don't trust him, but on the other hand, you know that using condoms now on is the best plan. ","after getting a sti from your boyfriend, you want to start using condoms regularly. ","your boyfriend's behavior indicates you should not trust him, so it's ok to give him that message. you need to protect your health because it's clear he isn't going to protect you.",why do you trust him after he slept with someone else?,"in any relationship it is important to be open and honest, especially when it comes to reproductive health. you owe it to yourself to be healthy and take precautions. some sti's such as hiv can be forever life altering and it's import to be safe.",this is not something that you need to keep from him. he violated your trust and introduced a disease to you. condoms would be the last thing i would be worried about if i were him.,"do talk to him, because he is a person of your affection."
i know it’s wrong to get into all these fights. i hate getting in trouble at school. but you don’t understand what it’s like to live in flint. things are f**cked up here.,"you want things to be different. on one hand you really don’t like being labeled a troublemaker at school but on the other hand, you have to act a certain way due to the crummy environment.",you want better for yourself. you know that getting into fights at school is below you.,you don't like getting into fights at school but it happens because of the environment you're growing up in.,you can focus on your academic career and avoid the social pitfalls that lead to you fighting. you need to find ways to avoid those who want to fight with you.,what else can you do besides hanging around people that fight?,"if you know it's bad, just do something to want to change.",i know this has been a difficult year. it sounds like you might need some anger management. what are some things you might be interested in for relaxation or things that already help you?,yes
"last year i was working my way to the top of my class, so i didn’t want to fight and get suspended and ruin that. but it’s hard with so many idiots around running their mouth.","you’ve put in a lot of effort to get to where you are. even with all of the effort, sometimes you find that other people running their mouth could be enough to set you back.",you don't want one altercation to upset all of the hard work you've put in to get your way to the top of the class.,other people saying dumb things could cause you to get into a fight.,you were successful in keeping your focus on your academics and can continue that this year. those idiots won't be moving onto to fulfilling careers like you will. you only have to endure this season for a little while longer.,do you want to end up like one of those idiots or be a success story?,"think about the long term goal. what is more important, proving a point or doing what you can to better your future?",ignore them and focus on your main objective and that's what matters.,people can absolutely be frustrating. but we have to learn ways to control our hot tempers. have you tried keeping a journal or perhaps rubberbands around your wrists?
"i don’t fight that much anymore. i’ve grown up. it’s not worth it to me anymore, i’m trying to go to college. today though, this idiot was running his mouth about my sister and i couldn’t stop myself.","while you’ve been working hard to turn things around, there are still some situations that warrant you getting involved.",you used to fight a lot more than you do now. you've thought a lot about what kind of person you want to be and realized that as you grow up there's some things you need to put behind you. you decided that fighting was one of those things.,you've grown up and don't fight like you used to.,"sounds like this person knew how you trigger you, by bringing up your sister. you must remember the people that want to get you into trouble are just a distraction to your life purpose and goals. you can stay on track. ",fighting is worth it to you if they're dragging your sister into it?,"be very calm, let external situations affect you, ignore people and know that your sister is a good person.","i'm glad that you're getting better. however, i think that you should try harder. just because someone else is behaving badly doesn't give you an excuse to do the same.",it is okay which you did was right but think about one thing there will be a lot of strugles in your way like them you should ignore the negativity.
i am tired of getting in trouble and  being in and out of the er.  this is my third visit this year. maybe i need to change my life.,being in and out of the er and getting into trouble are starting to get tiring. you’re considering what it would take to change things around.,being in the er 3 times feels like a tipping point for you. you don't want to end up there again.,you're tired of being in the er after fighting.,you're ready to make some positive changes in your life. let's look at some options and decide where you'll start.,where do you want to start making some changes?,it sounds like you need to take your own advice. maybe try writing down how you feel so that you can reflect on it later.,start changing and reflect on your life actions.,the desire to change your life is the first place to start.  what is it that you find often gets you in the most trouble? let's start there.
sometimes i feel guilty that i hurt her.  people tell me real men don’t hit their women. i don’t know. maybe they’re right.,"being labeled a ‘real man’ is important to you. if you have to stop hitting her to be labeled a ‘real man’, you’re thinking you might want to start changing how you treat her.","when you think about how you've hurt her in the past, you feel remorse and regret.",you feel bad that you hurt your girlfriend.,feeling guilty is an indicator that you need to make a change. she deserves to feel safe and loved. maybe you should consider taking some time away from her so you can heal.,is there anyone you respect that also hits the people they claim to love?,i think that there's other ways you can get your anger out that is more healthy. stay away from others when you are mad and isolate.,you should feel guilty. nobody has the right to hit anyone except in self-defense. perhaps we should work on anger control.,"yes men don't hit women, never in any situation."
we fight a lot. but i love him. my friends all say i should leave him.  they say he’s abusive. but where would i go? maybe my life would be better without him.,you’re curious what your life would look like without him. you might make the deicison to leave if you had someplace else to go.,"on one hand you love him and you've built a home together. but, on the other hand, you recognize that you deserve better and should not be physically hurt by someone who claims to love you. ",your boyfriend is abusive and you don't know if you should leave.,"you see that he's hurting you, and are considering how your life might be improved without him. i think you should consider staying at a shelter for the night while you're in this headspace. then you can think about what you might do next. ",do you have any friends you could stay with?,yes,analyze what is best and never accept abuse.,take a moment to think of what's important to you and make a decision based on those principles.
i don’t see the big deal about this.  everyone has to go at it once in a while. you gotta’ stand up for yourself.  though i am getting tired of coming here to get fixed up.  i keep getting these bills in the mail. one day they gonna take my car or something.,you’re worried about what might happen if you keep getting into fights that send you to the hospital.,"you're not sure if fighting is really that big of a deal, but you do know that you can't continue to go to the er and get bills in the mail. eventually you won't be able to pay them and you could end up without a car. ",you're tired of having to go to the er after fights.,"you need to find alternatives to fighting to reduce your medical expenses. plus, you're putting your body through a lot with all of this fighting. let's discuss some alternative behaviors you can try.",will you be ready to stop fighting if they take your car?,start changing and start doing what needs to be done on a regular basis.,"you need to stop whining and make a plan to solve your problem, nothing will change if you don't change your attitude.",what makes you think that?
i would quit if i had another way to cope with all the stress,you’re starting to think about what it would take to quit for good.,"in order to be successful, you’d need to find a new coping mechanism.",you know you need a coping mechanism in place to quit.,there are many healthy ways to cope with stress. let's talk about a few options now.,what else have you tried?,"giving up isn't always the best option, think about it.",if you have another way to cope with allthe stress you can go with that so that your stress will release,"what if we try to develop other ways for you to cope? usually exercise and meditation are two ways people try to cope with stress. let's also think about your sleep, which is just as important."
i think maybe i am addicted to the bull.  that scares me.  maybe it’s time to do something about it.,the thought of being addicted is concerning to you so you’re starting to think about what you can do.,you really don't like the idea of being addicted to something.,you think you are addicted to bull.,"you should intervene now that you're worried you're addicted. if you're not now, it sounds like you will be later. ",have you considered avoiding places where you get it?,the first step is to admit you have a problem. i think you should seek counseling.,realising you have a problem is the first step to solving it,then it is good you are here. we can work on why you gravitate towards drama and some ways to step away from it.
"i know, i know, i have to quit, every day i say this is my last dip. i just need a little push.","you find yourself trying to quit every day. you're motivated to quit, you just haven't found the right tools to get you there. ",you realize that it'd be best to quit. you think that with support you might be successful.,you know it'd be best to quit.,i can give you a little push. you're ruining your health and need to quit.,you said today was your last day too?,find your reason why you want to leave and remember that when you feel like staying. imagine how great you feel after accomplishing,what kind of push do you feel you need?,you could give me your bottle of pills to hold onto for you so you could try a little harder not to take the pills just once.
"of course, i want a healthy baby, i just need to get through this pregnancy. my other son is so worried about me chewing. i don’t want him to worry.",you really want a healthy baby and you recognize that you may need to quit chewing to have one.,your little boy is worried that you might harm his little brother/sister by chewing while you're pregnant.,you don't want to worry your son.,"your son wouldn't need to worry if you weren't chewing. you need to find ways to quit to protect yourself and your baby, while reducing stress for your young son. he's impressionable and needs to feel safe.",do you know what the negative consequences are for chewing and pregancy?,i would listen to your son. plenty of people have gotten through their pregnancies without that stuff.,maybe you should talk with your son about it and reassure him that you will be fine.,chewing is definitely bad for your health and the baby i suggest you try to cut down or quit.
"i’m not ready to stop today, but soon. i know i have to stop, everything i read says it is bad. i think about it a lot, i know my husband would be relieved.",every day it feels like you’re getting closer and closer to your time to quit.,you’re not quite ready to quit just yet but you’re starting to think about the benefits of quitting.,your husband would be happy if you quit.,"don't quit for your husband. quit for yourself. you know what to do, so now you just need to follow through.",do you think it's bad for you?,have you thought about setting a quit date? that way you will have time to make a plan and be ready for the first day you quit.,"it’s not an easy thing to do, but it’s something that you know you need to do.","talk to your husband, and know that all actions have consequences."
maybe if i got a little more exercise it would help me quit.,"if you could figure out a way to get more exercise, you think you might be able to quit.",you've started to think about things you can do to help you quit smoking. one of the ideas you've come up with is trying to get more physical activity each day.,you think exercise can help you quit.,exercise is a great stress reducer and increases your energy. you can harness that energy to help you quit.,why would getting exercise help you?,"if that’s what you think it’s gonna take, then you need to get in more exercise. quitting is the thing that matters the most here and if exercise is going to help you do it, then get started on it.",exercises are essential for good physical and mental health.,"keeping a positive mindset is key to growing, exercise will help overall."
"i know i should quit, i know it’s bad for my baby, but everyone i know does it.","you’d really like to quit for yourself and for your baby, but you’re worried you might not get the support you need since everyone close to you also smokes. ","in order to quit, it sounds like you'd need to think about who could be on your support team who doesn't smoke. ",you know you should quit for your baby.,you can't base your health decisions on what your friends are doing. you have to take care of yourself and your baby so you can watch them grow up.,have you thought about finding new friends who don't use?,"you are not everyone and another you have a baby, a life does not harm his life.","you have to think about the future and well-being of your baby, try to find a balance.","just because everyone else does it, doesnt make it okay"
i know its bad to have my phone out all the time. i have so many emails coming in. sometimes i want to space out and check my instagram.,your phone seems like a necessity. sometimes you need it for work and other times it’s a much needed distraction.,you've been thinking about the negative impact that having your phone out all the time can have on you and your family.,you're destracted by your phone a lot.,you're too busy and need to find ways to reduce your responsibilities.,why are you leaving your phone out?,"keep your phone always in your pocket . whenever you want this just take it, used it and keep it in your pocket","it is really bad. even more when we have many commitments. but take that time out for yourself and your family. while the phone helps, it can also harm us.",that is okay to do it sometimes but you dont want it to become obsessive
"i know its better to wear a helmet, but i really enjoy the freedom of riding without restraints, makes me feel unstoppable.","riding without a helmet is better for you, but it's hard to wear one because you enjoy riding without restraints. ","you know the dangers of riding without a helmet. while you recognize that it'd be better for you and keep you safer, you haven't quite figured out a way to be safe while also enjoying the feeling of being unstoppable. ",you don't like to ride with a helmet.,"you're less likely to die if wearing a helmet, but it doesn't reduce your odds completely. you can still feel the freedom of riding while staying safe. ",so you don't wear a seatbelt either?,putting a helmet on is such an easy thing to do when you think about what could happen if you don't wear it.,you also know that one accident and that feeling of unstoppable will all be gone. you’re one small pebble on the road away from being stoppable.,"it takes a lifetime, and you know you shouldn't have that kind of thinking."
i don’t know if i want to vaccinate my child. i want to protect my child against disease but some of my friends think it causes autism. i’m not sure it does but i will regret it if something happened.,"you've heard that there might be a connection between vaccination and autism but you're not sure if it's true. if it's ok with you, i can share more...",you're on the fence about vaccination because of what you've heard from friends. you would regret if the rumor was true but you also are willing to do what it takes to protect your child.,you're unsure about vaccination.,it's your job to protect your child and you need to find stand up to your friends who are pushing you to take unnecessary health risks.,why would you keep a life saving vaccine from your child?,"the vaccine is advanced, rumors from friends should not be taken into account for medical indications, vaccines save lives.",make sure to do your research and find out everything you need to know about the vaccine.,i suggest reading up on the science of vaccines and making a decision.
"i have a hard time checking my blood sugar, so busy with the kids and work, kept thinking about that time i checked my sugar and ended up giving myself too much insulin, don’t want end up like my mom.",it’s hard to find a middle ground between checking your blood sugar often enough and giving yourself the right amount of insulin.,you’re worried that if you don’t figure it out soon there might be some negative consequences.,it's a struggle to check your blood sugar reguarly.,you'll get sick if you don't have enough insulin. this is something you have to do for yourself. no one else can help you.,are you avoiding being like mom by not checking your insulin?,"so start taking regular exams and if you want to live well and take care of your children, value and take care of your health.",that sounds like a hectic life! setting a daily alarm could help. you could set an alarm on your phone. you could also download an app specifically for managing blood sugar. i can help you find one.,you need to make time to do these things for yourself
